Id,SalePrice
2330,183028.22
2331,379280.47
2332,383077.66
2333,314647.88
2334,230004.03
2335,250327.5
2336,328594.8
2337,190501.64
2338,273696.94
2339,235383.08
2340,334086.47
2341,221555.75
2342,245874.86
2343,222726.78
2344,239092.14
2345,238869.92
2346,236946.52
2347,198898.39
2348,244331.1
2349,170145.17
2350,303515.22
2351,271341.56
2352,254626.58
2353,215145.3
2354,130984.74
2355,154013.44
2356,145756.55
2357,205440.66
2358,189344.44
2359,114126.05
2360,120111.31
2361,137215.39
2362,295792.12
2363,130043.0
2364,176917.33
2365,220045.31
2366,182247.22
2367,219377.89
2368,205123.89
2369,222671.83
2370,172771.6
2371,162384.11
2372,169338.38
2373,255090.44
2374,270332.34
2375,255986.28
2376,279621.75
2377,289959.44
2378,128270.0
2379,182142.48
2380,151351.61
2381,152991.23
2382,205342.55
2383,203561.62
2384,242928.53
2385,171392.84
2386,132420.66
2387,138312.66
2388,93394.35
2389,124383.836
2390,139015.84
2391,150894.77
2392,114428.586
2393,156606.16
2394,136746.16
2395,213732.44
2396,154928.39
2397,184610.83
2398,126542.07
2399,50752.973
2400,48221.03
2401,123787.234
2402,133492.56
2403,130929.36
2404,152697.69
2405,160215.78
2406,139619.62
2407,133331.31
2408,144149.12
2409,124952.77
2410,177421.6
2411,110813.24
2412,141191.08
2413,118650.37
2414,134984.16
2415,119101.695
2416,124378.2
2417,131984.19
2418,119409.695
2419,111593.484
2420,113132.31
2421,154885.05
2422,115378.625
2423,121238.46
2424,145795.36
2425,219383.19
2426,120996.586
2427,130334.78
2428,179262.25
2429,122158.766
2430,124437.375
2431,99404.91
2432,138684.06
2433,134040.11
2434,133402.66
2435,150604.47
2436,99521.51
2437,114524.58
2438,126462.67
2439,109384.5
2440,125575.305
2441,102725.695
2442,101140.83
2443,133458.3
2444,139877.3
2445,75065.96
2446,116707.625
2447,220967.86
2448,136572.62
2449,130910.7
2450,148146.81
2451,133700.31
2452,165712.69
2453,84754.664
2454,100569.98
2455,97573.555
2456,158663.86
2457,133421.84
2458,109618.39
2459,100568.61
2460,129182.75
2461,125080.664
2462,153293.97
2463,130041.75
2464,210082.9
2465,134145.45
2466,116042.0
2467,163808.78
2468,83824.266
2469,63466.02
2470,164386.17
2471,216358.22
2472,174865.84
2473,121955.41
2474,95417.71
2475,198183.17
2476,113080.33
2477,118396.0
2478,153998.31
2479,106461.73
2480,156425.83
2481,121115.055
2482,127278.68
2483,113590.09
2484,109628.7
2485,134828.47
2486,149293.22
2487,164900.6
2488,157849.36
2489,154706.34
2490,145016.1
2491,86714.586
2492,177527.73
2493,146724.92
2494,157626.77
2495,108105.73
2496,228003.28
2497,155617.1
2498,113425.445
2499,95776.62
2500,117694.53
2501,125912.7
2502,150206.61
2503,86089.77
2504,168439.11
2505,226887.52
2506,242012.52
2507,295926.03
2508,243020.06
2509,213147.9
2510,232115.4
2511,185744.94
2512,217387.66
2513,203420.61
2514,235017.19
2515,145358.62
2516,160256.03
2517,139314.06
2518,145836.16
2519,214672.17
2520,205815.27
2521,188465.3
2522,228290.97
2523,128820.34
2524,138149.72
2525,160751.53
2526,133345.67
2527,111341.35
2528,131517.92
2529,133081.3
2530,105959.95
2531,227316.05
2532,231282.19
2533,190148.81
2534,236701.95
2535,321166.75
2536,232768.89
2537,242434.53
2538,188428.81
2539,204202.33
2540,171312.64
2541,184799.6
2542,175403.52
2543,128677.99
2544,131928.53
2545,133517.31
2546,137380.64
2547,136551.53
2548,159429.9
2549,166785.67
2550,322074.38
2551,140445.67
2552,122681.016
2553,84516.836
2554,95649.25
2555,110390.85
2556,97906.74
2557,98922.84
2558,139345.23
2559,137337.86
2560,128188.92
2561,131974.58
2562,139997.38
2563,168934.56
2564,183611.53
2565,145387.14
2566,171381.83
2567,145057.98
2568,192736.78
2569,198383.2
2570,120364.06
2571,177409.52
2572,172354.1
2573,232485.83
2574,263316.6
2575,135586.72
2576,122797.38
2577,169972.9
2578,88913.85
2579,53684.92
2580,133316.72
2581,126107.06
2582,114941.55
2583,280805.88
2584,166279.27
2585,163594.94
2586,209446.66
2587,213736.64
2588,150598.9
2589,153339.8
2590,212145.11
2591,220354.66
2592,217291.81
2593,259896.66
2594,183805.53
2595,219094.62
2596,292948.3
2597,187949.64
2598,264196.5
2599,320691.0
2600,150849.83
2601,137211.34
2602,76544.164
2603,83711.21
2604,78692.69
2605,72307.48
2606,144840.52
2607,168471.56
2608,189801.02
2609,173174.45
2610,116765.77
2611,130692.28
2612,134393.36
2613,130587.78
2614,128571.23
2615,153397.64
2616,128092.81
2617,185803.2
2618,165628.53
2619,226669.39
2620,179914.92
2621,177243.53
2622,182158.81
2623,251811.25
2624,288511.3
2625,318366.5
2626,149199.97
2627,172098.97
2628,405414.0
2629,522619.5
2630,319030.1
2631,420610.16
2632,364051.25
2633,304040.0
2634,330176.78
2635,157729.92
2636,190450.98
2637,166274.33
2638,249632.86
2639,203028.78
2640,152341.08
2641,90325.2
2642,186083.89
2643,93767.86
2644,125625.99
2645,91696.46
2646,86137.6
2647,93033.97
2648,139680.97
2649,143011.75
2650,144442.02
2651,155225.48
2652,379185.9
2653,263664.56
2654,254555.84
2655,335419.28
2656,318724.16
2657,293463.4
2658,256152.17
2659,297946.53
2660,333118.5
2661,310345.97
2662,238028.64
2663,251036.7
2664,310031.28
2665,291423.22
2666,278504.9
2667,167995.08
2668,175185.84
2669,172845.67
2670,276743.06
2671,178672.38
2672,192153.62
2673,211350.47
2674,201382.34
2675,177451.55
2676,189017.7
2677,197909.72
2678,245999.94
2679,256200.3
2680,274278.8
2681,394572.47
2682,328904.72
2683,490129.97
2684,322933.94
2685,339751.28
2686,247513.03
2687,310409.06
2688,223844.73
2689,222803.17
2690,383568.22
2691,179987.34
2692,133714.36
2693,174594.31
2694,123097.766
2695,190485.9
2696,190706.08
2697,193086.1
2698,196780.14
2699,176493.28
2700,170560.92
2701,159031.06
2702,112424.73
2703,144148.4
2704,154922.1
2705,123022.22
2706,123152.63
2707,132464.33
2708,139037.53
2709,124492.98
2710,124253.24
2711,266380.8
2712,334441.75
2713,179518.72
2714,150382.72
2715,169465.27
2716,164347.0
2717,194243.23
2718,220977.1
2719,144933.97
2720,154503.5
2721,130578.87
2722,153365.7
2723,161339.2
2724,127897.23
2725,132487.38
2726,142991.39
2727,156712.83
2728,175551.38
2729,170056.28
2730,142786.36
2731,123998.414
2732,115654.266
2733,161167.66
2734,157208.53
2735,136081.48
2736,143758.58
2737,123659.24
2738,125274.85
2739,157601.55
2740,133094.66
2741,141630.75
2742,166046.61
2743,142669.48
2744,146100.84
2745,140001.0
2746,135358.8
2747,152036.17
2748,139082.77
2749,120186.98
2750,131819.03
2751,124835.68
2752,226525.31
2753,148314.4
2754,200631.4
2755,125960.96
2756,93207.664
2757,81442.02
2758,84075.4
2759,169731.17
2760,121720.21
2761,147494.84
2762,145770.7
2763,201458.39
2764,171016.97
2765,296862.53
2766,123874.53
2767,83836.875
2768,126945.42
2769,124299.73
2770,121023.27
2771,113748.84
2772,126765.5
2773,134422.27
2774,131973.66
2775,124909.61
2776,123324.33
2777,146757.97
2778,107420.586
2779,119236.6
2780,110914.35
2781,103910.51
2782,71910.305
2783,113746.85
2784,132522.4
2785,132656.56
2786,70527.016
2787,115287.766
2788,78738.29
2789,194875.0
2790,79413.08
2791,111816.56
2792,56653.14
2793,183123.16
2794,92895.32
2795,131578.56
2796,97456.14
2797,171765.23
2798,120854.25
2799,117449.78
2800,67308.25
2801,115927.47
2802,125787.57
2803,130968.45
2804,148469.11
2805,93183.83
2806,89390.945
2807,140731.12
2808,150399.14
2809,125772.39
2810,139152.0
2811,144267.14
2812,143027.31
2813,130730.65
2814,134940.92
2815,96087.15
2816,299380.47
2817,145043.06
2818,128560.1
2819,186295.61
2820,130980.41
2821,99544.38
2822,198176.06
2823,250075.69
2824,188293.62
2825,166652.06
2826,128536.56
2827,140597.97
2828,209141.7
2829,168614.55
2830,247944.58
2831,191158.03
2832,229562.02
2833,304787.22
2834,221120.11
2835,220215.25
2836,190130.64
2837,137824.83
2838,124620.34
2839,181643.0
2840,195260.06
2841,198441.73
2842,217477.61
2843,141068.08
2844,163439.38
2845,124229.61
2846,198614.77
2847,213555.34
2848,239480.83
2849,202624.67
2850,272716.56
2851,230321.39
2852,213507.84
2853,234557.5
2854,149121.77
2855,194004.3
2856,205703.56
2857,186977.12
2858,201821.03
2859,130288.66
2860,126635.68
2861,119549.59
2862,192642.66
2863,115446.055
2864,238224.6
2865,148377.77
2866,132306.94
2867,88609.445
2868,106884.96
2869,104700.57
2870,151453.14
2871,85347.27
2872,48165.152
2873,113789.84
2874,140590.0
2875,120818.375
2876,154279.67
2877,143121.5
2878,174327.42
2879,149602.95
2880,82252.77
2881,132763.0
2882,190586.45
2883,165969.1
2884,196602.75
2885,208783.98
2886,209038.64
2887,81165.555
2888,131761.55
2889,48948.06
2890,86785.97
2891,127370.66
2892,78284.36
2893,98268.97
2894,45316.152
2895,304856.03
2896,313885.25
2897,188631.38
2898,143149.22
2899,219163.77
2900,154309.39
2901,210359.7
2902,186337.11
2903,329346.7
2904,336296.94
2905,111140.484
2906,222684.64
2907,107844.6
2908,126945.914
2909,151073.7
2910,77308.555
2911,73358.16
2912,141027.61
2913,72491.016
2914,62202.715
2915,68673.79
2916,74462.09
2917,156114.23
2918,110800.11
2919,214184.6
